,norank,superkingdom,kingdom,phylum,subphylum,class,order,family,genus,species,subtree,subtree_rank
MT727025,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Crocodylia_1294634,Crocodylidae_8493,Crocodylus_8500,Crocodylus rhombifer_184239,,subphylum
HQ641407,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Sinohyriopsis_2706149,Sinohyriopsis schlegelii_2706150,,phylum
MN264502,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Architaenioglossa_75116,Viviparidae_54976,Rivularia_2023769,Rivularia auriculata_2023863,,phylum
KP218261,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Pomacanthidae_30862,Apolemichthys_109716,Apolemichthys kingi_1003686,,class
KM365085,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Stylommatophora_6527,Cerionidae_216367,Cerion_145431,Cerion incanum_145432,,phylum
JN627206,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Stylommatophora_6527,Succineidae_73114,Succinea_145426,Succinea putris_145427,,phylum
MN911169,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Nudibranchia_70849,Aeolidiidae_195871,Protaeolidiella_1154745,Protaeolidiella atra_1154746,,phylum
KY864972,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Conidae_6489,Conus_6490,Conus pulcher_308512,,phylum
AB535193,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Potamididae_6470,Cerithidea_6471,Cerithidea djadjariensis_334428,,phylum
JF911713,Ovalentaria incertae sedis_1489909,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Opistognathidae_270589,Opistognathus_270590,Opistognathus jacksoniensis_1040945,,class
MT460675,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Sillaginidae_30874,Sillaginopsis_270579,Sillaginopsis panijus_270580,,class
MT768043,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Nassariidae_6483,Tritia_1912890,Tritia unifasciata_2824859,,phylum
EF043342,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Lucinida_1564048,Lucinidae_42655,Lucinella_406539,Lucinella divaricata_406540,,phylum
EU595789,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Lepetellida_2315723,Haliotidae_6451,Haliotis_6452,Haliotis discus_36094,,phylum
MW662609,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Veneridae_6592,Chamelea_138983,Chamelea gallina_138984,,phylum
KJ855246,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Ostreida_6562,Ostreidae_6563,Crassostrea_6564,Crassostrea angulata_558553,,phylum
JF284689,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Pomatiopsidae_56139,Oncomelania_56140,Oncomelania hupensis_56141,,phylum
MN973879,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Sciaenidae_30870,Pseudotolithus_349647,Pseudotolithus typus_349658,,class
MG211144,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Buccinidae_37796,Penion_128481,Penion maximus_620537,,phylum
MW491465,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Muricidae_39476,Ceratostoma_693205,Ceratostoma fournieri_2943576,,phylum
KJ168065,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Moronidae_42148,Dicentrarchus_13488,Dicentrarchus labrax_13489,,class
MT727027,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Crocodylia_1294634,Crocodylidae_8493,Crocodylus_8500,Crocodylus intermedius_184240,,subphylum
KT001111,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Pomacanthidae_30862,Genicanthus_109911,Genicanthus lamarck_109912,,class
MH330332,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Perumytilus_1605177,Perumytilus purpuratus_390823,,phylum
KY864976,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Conidae_6489,Conus_6490,Conus spurius_192919,,phylum
GQ903706,Cyprinoidei intergeneric hybrids_564289,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,Cypriniformes_7952,,,Carassius auratus x Megalobrama amblycephala triploid hybrid_678551,,order
KM350211,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Sillaginidae_30874,Sillago_43257,Sillago asiatica_1055099,,class
KM596849,Cyprinoidei intergeneric hybrids_564289,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,Cypriniformes_7952,,,Cirrhinus mrigala x Labeo rohita_1577076,,order
KY857555,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Chelidae_8461,Myuchelys_904236,Myuchelys georgesi_1041117,,subphylum
OM719710,Chelonoidis nigra species complex_1137846,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Testudinidae_8487,Chelonoidis_904181,Chelonoidis microphyes_2039269,,subphylum
KY801847,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Conidae_6489,Conus_6490,Conus guanche_308503,,phylum
MK279705,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Nudibranchia_70849,Phyllidiidae_71377,Phyllidiella_154615,Phyllidiella pustulosa_154616,,phylum
AB979449,Ovalentaria incertae sedis_1489909,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Pomacentridae_30863,Amphiprion_80969,Amphiprion clarkii_80970,,class
MT667246,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Moronidae_42148,Morone_34815,Morone americana_46260,,class
AJ810452,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Crocodylia_1294634,Crocodylidae_8493,Crocodylus_8500,Crocodylus niloticus_8501,,subphylum
KJ569362,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Polyplacophora_6650,Chitonida_6652,Tonicellidae_413412,Nuttallina_291897,Nuttallina californica_413430,,phylum
MK279704,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Nudibranchia_70849,Glaucidae_216354,Hermissenda_205592,Hermissenda emurai_1840523,,phylum
MK994774,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Monodontina_2508271,Monodontina vondembuschiana_2508272,,phylum
MW442948,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Peltospiridae_55007,Gigantopelta_1735270,Gigantopelta aegis_1735272,,phylum
KT826540,Ovalentaria incertae sedis_1489909,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Pseudochromidae_30866,Pictichromis_692220,Pictichromis paccagnellae_586861,,class
KU365323,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Nudibranchia_70849,Chromodorididae_71294,Hypselodoris_71310,Hypselodoris festiva_1884254,,phylum
AP006031,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Siganidae_75382,Siganus_75041,Siganus unimaculatus_215396,,class
KC757644,Caenogastropoda incertae sedis_977772,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Provannidae_71810,Ifremeria_71811,Ifremeria nautilei_71812,,phylum
MT768041,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Nassariidae_6483,Tritia_1912890,Tritia varicosa_2824860,,phylum
KF363951,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Arcticidae_59237,Arctica_59238,Arctica islandica_59239,,phylum
AP017445,Carangaria incertae sedis_1489905,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Centropomidae_8184,Lates_8186,Lates japonicus_270547,,class
MW548267,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Melongenidae_6480,Brunneifusus_2855715,Brunneifusus ternatanus_311536,,phylum
KR862368,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Vesicomyidae_6588,Calyptogena_6589,Calyptogena magnifica_6591,,phylum
KJ855247,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Ostreida_6562,Ostreidae_6563,Crassostrea_6564,Crassostrea angulata_558553,,phylum
MT727018,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Crocodylia_1294634,Crocodylidae_8493,Crocodylus_8500,Crocodylus johnsoni_184234,,subphylum
KY864968,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Conidae_6489,Conus_6490,Conus tabidus_257344,,phylum
KP635442,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Nudibranchia_70849,Dorididae_146272,Homoiodoris_1663357,Homoiodoris japonica_1663358,,phylum
KY864971,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Conidae_6489,Conus_6490,Conus miruchae_289042,,phylum
JF969278,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Veneridae_6592,Paratapes_2602927,Paratapes undulatus_2602928,,phylum
AY694420,Cyprinoidei intergeneric hybrids_564289,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,Cypriniformes_7952,,,Carassius auratus x Cyprinus carpio_211488,,order
MF491554,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Conidae_6489,Conus_6490,Conus vulcanus_1443310,,phylum
AB065374,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Veneridae_6592,Ruditapes_186463,Ruditapes philippinarum_129788,,phylum
KT362380,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Cephalopoda_6605,Teuthida_551290,Loliginidae_6615,Uroteuthis_55719,Uroteuthis chinensis_78424,,phylum
MW478829,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Cephalopoda_6605,Sepiida_551287,Sepiolidae_34531,Inioteuthis_2756227,Inioteuthis japonica_2756228,,phylum
AP006804,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Malacanthidae_30851,Branchiostegus_270561,Branchiostegus japonicus_270562,,class
OM910836,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Myida_278205,Xylophagaidae_183505,Xylophaga_183506,Xylophaga washingtona_1049057,,phylum
AP014556,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Vesicomyidae_6588,Calyptogena_6589,Calyptogena pacifica_62819,,phylum
MN604179,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Trochida_2315720,Turbinidae_63671,Lunella_307060,Lunella correensis_2683703,,phylum
AB266515,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Cephalopoda_6605,Vampyromorpha_55286,Vampyroteuthidae_126370,Vampyroteuthis_55287,Vampyroteuthis infernalis_55288,,phylum
MK421959,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Margaritiferidae_47529,Margaritifera_47530,Margaritifera margaritifera_2505931,,phylum
MH729882,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Trochida_2315720,Trochidae_6466,Umbonium_307062,Umbonium thomasi_307063,,phylum
FJ841968,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Ostreida_6562,Ostreidae_6563,Saccostrea_33508,Saccostrea mordax_157729,,phylum
MF491563,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Conidae_6489,Conus_6490,Conus boavistensis_308467,,phylum
ON018804,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Nacellidae_72685,Cellana_27810,Cellana orientalis_351212,,phylum
GU001954,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Arcuatula_1954224,Arcuatula senhousia_1954227,,phylum
KY131954,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Margaritiferidae_47529,Pseudunio_2664427,Pseudunio marocanus_518768,,phylum
MW465657,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Sciaenidae_30870,Pseudotolithus_349647,Pseudotolithus typus_349658,,class
MF962898,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Ellobiida_2340871,Ellobiidae_69683,Auriculastra_999259,Auriculastra duplicata_1628032,,phylum
KY697387,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Baicaliidae_69433,Godlewskia_96613,Godlewskia godlewskia_96615,,phylum
KT593869,Carangaria incertae sedis_1489905,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Polynemidae_30917,Eleutheronema_210138,Eleutheronema tetradactylum_210139,,class
JN990598,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Arthropoda_6656,Hexapoda_6960,,Diplura_29997,Octostigmatidae_211995,Octostigma_211996,Octostigma sinensis_211997,,subphylum
MG431964,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Planorbidae_6524,Biomphalaria_6525,Biomphalaria choanomphala_158987,,phylum
MK580979,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Geoemydidae_328320,Pangshura_1216468,Pangshura sylhetensis_429326,,subphylum
KP938959,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Geoemydidae_328320,Mauremys_74925,Mauremys mutica_74926,,subphylum
MT764726,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Nodularia_1830174,Nodularia douglasiae_1830228,,phylum
MW532168,Carangaria incertae sedis_1489905,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Polynemidae_30917,Pentanemus_206146,Pentanemus quinquarius_206147,,class
KY794928,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Cephalopoda_6605,Nautilida_32578,Nautilidae_34571,Nautilus_34572,Nautilus pompilius_34573,,phylum
MW478824,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Cephalopoda_6605,Sepiida_551287,Sepiolidae_34531,Euprymna_6612,Euprymna brenneri_2799215,,phylum
JN692486,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Mactridae_6581,Mactra_120569,Mactra antiquata_2302425,,phylum
JN999704,Chelonoidis nigra species complex_1137846,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Testudinidae_8487,Chelonoidis_904181,Chelonoidis niger_66189,,subphylum
MT449229,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Stylommatophora_6527,Succineidae_73114,Omalonyx_73115,Omalonyx unguis_1851496,,phylum
JQ417195,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Stylommatophora_6527,Helicidae_6533,Cornu_2749756,Cornu aspersum_6535,,phylum
MG431966,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,,Planorbidae_6524,Biomphalaria_6525,Biomphalaria glabrata_6526,,phylum
KR362245,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Mactridae_6581,Mactra_120569,Mactra antiquata_2302425,,phylum
MT727003,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Crocodylia_1294634,Crocodylidae_8493,Crocodylus_8500,Crocodylus niloticus_8501,,subphylum
LC276223,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Pomatiopsidae_56139,Oncomelania_56140,Oncomelania hupensis_56141,,phylum
MH822616,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Platysternidae_1579279,Platysternon_55543,Platysternon megacephalum_55544,,subphylum
OM719701,Chelonoidis nigra species complex_1137846,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Testudinidae_8487,Chelonoidis_904181,Chelonoidis duncanensis_1137937,,subphylum
MT947381,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Vesicomyidae_6588,Archivesica_1298642,Archivesica diagonalis_1299449,,phylum
MK335921,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Fasciolariidae_6486,Fusinus_6487,Fusinus longicaudus_761916,,phylum
KU873120,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Mutelidae_47533,Mutela_47534,Mutela dubia_152234,,phylum
JN016747,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,,Testudines_8459,Trionychidae_34907,Pelochelys_129892,Pelochelys cantorii_171793,,subphylum
MK994772,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Microcondylaea_1835353,Microcondylaea bonellii_1678567,,phylum
KP100300,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Mytilus_6548,Mytilus chilensis_173667,,phylum
KP898264,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Pomacanthidae_30862,Holacanthus_75023,Holacanthus africanus_1366890,,class
MW244821,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Littorinimorpha_216294,Seraphsidae_2821811,Terebellum_2821812,Terebellum terebellum_2821813,,phylum
MT266836,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Stylommatophora_6527,Oreohelicidae_402692,Oreohelix_402693,Oreohelix idahoensis_2584915,,phylum
KR006970,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Neogastropoda_6479,Conidae_6489,Conus_6490,Conus tulipa_6495,,phylum
KX646541,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Gastropoda_6448,Trochida_2315720,Trochidae_6466,Steromphala_2072689,Steromphala umbilicaris_2072697,,phylum
MT916743,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Mytilida_6546,Mytilidae_6547,Bathymodiolus_12965,Bathymodiolus brooksi_206348,,phylum
HG799089,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Mactridae_6581,Lutraria_457844,Lutraria rhynchaena_1380851,,phylum
FJ809755,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Unionida_47521,Unionidae_47526,Pyganodon_96931,Pyganodon grandis_96932,,phylum
MT733875,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Cephalopoda_6605,Teuthida_551290,Thysanoteuthidae_61749,Thysanoteuthis_61750,Thysanoteuthis rhombus_61751,,phylum
EU672831,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Ostreida_6562,Ostreidae_6563,Crassostrea_6564,Crassostrea gigas_29159,,phylum
AP014554,cellular_organisms_131567,Eukaryota_2759,Metazoa_33208,Mollusca_6447,,Bivalvia_6544,Venerida_6580,Vesicomyidae_6588,Ectenagena_62880,Ectenagena nautilei_43211,,phylum
MW291631,Eupercaria incertae sedis_1489923,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,,Sciaenidae_30870,Collichthys_240158,Collichthys lucidus_240159,,class
KT851545,Cyprinoidei intergeneric hybrids_564289,Eukaryota_2759,Metazoa_33208,Chordata_7711,Craniata_89593,Actinopteri_186623,Cypriniformes_7952,,,_Megalobrama amblycephala x Megalobrama terminalis_ x _Megalobrama amblycephala x Parabramis pekinensis__1794900,,order
